user_id,category_id,ads
223,853,"[2868332, 2894604, 2664173]"
225,887,"[2865199]"
225,800,"[2762179, 1389169, 2436466, 229823]"
225,881,"[1700433, 2170384]"
226,888,"[101027]"
226,881,"[78603, 78603]"
226,806,"[2871392]"
229,800,"[2189033, 2192432, 2187472]"
229,806,"[1546809]"
230,815,"[1819995]"
230,888,"[1441174]"
232,888,"[578658, 2758671, 2812406, 2899722, 2564340]"
233,806,"[2880992, 2865033]"
235,806,"[2861845, 813227, 2194974, 2725500, 2892080, 1992643, 2307678, 753283, 1614675, 2853775]"
235,887,"[2845032]"
236,800,"[2738707, 922845, 2814884, 2619808, 2645029, 1228992, 2841071, 2858689, 2854533, 972550]"
236,806,"[2760950]"
237,800,"[2797278]"
237,815,"[2794561, 2760567, 2822958, 2876616, 2678043]"
239,800,"[2606497]"
241,815,"[2479615, 2479615, 2856215, 2479615, 2849219]"
241,800,"[2339773, 2903843, 2357421, 2654055, 2761542, 2552175, 2794209, 2901383]"
241,888,"[2806857]"
242,815,"[2800430, 1894177]"
242,887,"[2689018]"
242,806,"[2878417]"
243,815,"[2322878, 2892602, 1498514]"
243,887,"[2083828, 2041825]"
243,806,"[580897, 519201, 2167740, 801235, 2582842, 1590733, 2603594, 2269214, 1937612, 441810]"
244,888,"[2609871]"
244,815,"[2142218, 2887303, 2764906, 2678854, 2167645]"
244,806,"[1923195]"
246,800,"[2874592, 2528329]"
246,815,"[2915364]"
248,881,"[2886679]"
248,800,"[2356511, 2868155, 2430559, 2734867, 2884104, 2560132]"
248,888,"[2870529]"
250,362,"[1340355]"
250,806,"[2222594]"
250,815,"[2905237]"
252,806,"[1549199, 2245528, 2893237]"
254,362,"[844074, 2865924, 2900594, 2178160, 2288876]"
255,815,"[2144815, 2820073, 2784399, 2682096]"
255,800,"[2025871]"
255,888,"[2893424]"
257,888,"[2894783, 2882086]"
257,815,"[2893839]"
258,800,"[2459649, 1343149, 1523859, 2265606, 1954833]"
258,888,"[2758405]"
260,881,"[2318757, 2873311, 1752220, 2573924, 2687033, 1063163]"
261,815,"[2581286, 2697040, 2756201, 2898773, 2885511, 2907976, 2538960, 2895811]"
261,887,"[2856989]"
263,800,"[966315, 2255478, 2237739, 999571, 2829225, 2863412]"
265,815,"[2839480]"
265,806,"[1705388, 2417381]"
266,888,"[2873541]"
266,815,"[2854334]"
266,853,"[2856477]"
268,815,"[2890551, 2890237, 2728800, 2889703]"
268,881,"[982755, 145121, 2741290]"
268,806,"[2341900, 2404769]"
271,815,"[2522405, 2742006, 1617651, 2878193, 1368226]"
272,806,"[2349758, 2894379]"
275,881,"[2858421]"
275,853,"[2903582]"
275,815,"[2878919, 2092794, 2630480, 2856294, 2092851, 1633291, 1233975]"
288,800,"[2655629]"
288,859,"[1573682, 2880807, 2883752, 2895028, 2783601, 1780637, 2840302, 396236, 1149112, 2823039]"
289,811,"[2826824, 2861011]"
289,853,"[2025139, 1242528]"
292,800,"[2288791, 2308203]"
292,887,"[2225699, 1547350]"
294,888,"[2359907, 2736025]"
298,859,"[1945566, 303258, 2458473, 1596105, 2169199]"
300,815,"[2693522, 2789675, 2693510, 2736959]"
304,806,"[2614791]"
304,815,"[2207622]"
306,806,"[1461712]"
307,806,"[2711534, 2232273]"
307,815,"[2733931, 2906232, 2892684, 2909390, 2913212, 2799841]"
309,806,"[2767125, 1720784, 2804344, 1605694]"
312,362,"[384520, 894031, 578415]"
313,887,"[2892612]"
315,815,"[2236295]"
315,887,"[2597986, 2586248]"
315,806,"[2883268]"
319,811,"[2792448, 2686010, 2818000, 2798452, 2617208, 2867464, 880676, 2784985, 2852011, 1713762]"
319,800,"[2875027]"
320,815,"[2911475]"
320,887,"[2913949]"
321,806,"[2637123, 2891412, 1944072, 1793149, 2840607, 2870074, 1679183]"
321,853,"[2902955, 2830145]"
324,806,"[2878179]"
324,800,"[2839495, 2883168]"
324,362,"[2876845]"
325,815,"[1184732, 218398]"
325,888,"[2362033]"
326,815,"[2897623, 2825950]"
330,800,"[2857877, 2913536]"
331,806,"[2805536, 2791297, 2875508, 2716642]"
332,815,"[2784568, 2207906]"
332,853,"[2477642, 544925]"
334,800,"[2889152]"
337,362,"[699886, 436187]"
337,881,"[2877170]"
339,806,"[2774496, 2828823, 1415193, 2186306, 2428965, 2861713, 2847992, 2385140, 2054256, 2652987]"
339,881,"[2903694]"
343,853,"[2294867]"
343,806,"[2837711, 2783052, 1975455, 2692580]"
346,800,"[2866261, 2898139, 2890907]"
347,806,"[2711843, 2813682]"
349,815,"[2918789]"
350,881,"[2738821]"
350,815,"[2338313]"
353,806,"[2764535]"
353,887,"[299124, 2002203]"
353,362,"[2705180, 2677636, 2034539]"
355,800,"[2886361]"
356,815,"[2707832]"
359,806,"[2900072, 2908050, 2900098, 2338587]"
360,811,"[2685436]"
364,888,"[2876876]"
367,815,"[2907861, 2120974]"
371,811,"[2678758, 1429191]"
379,815,"[2657687]"
379,800,"[1939678, 1560465, 2255048]"
380,853,"[2884009]"
384,806,"[2917535]"
384,815,"[2887312, 2877185]"
385,881,"[2658874]"
386,800,"[2854104]"
387,800,"[2906349, 2723127, 2475596]"
391,815,"[2890067, 2896768]"
391,800,"[2889665]"
396,853,"[2582446]"
396,806,"[2120259]"
397,888,"[1227639]"
401,888,"[2463968, 1477436]"
401,815,"[2901328, 2899032, 2838948, 126747]"
405,811,"[2883702]"
407,800,"[2692596, 2038660, 2038564]"
408,806,"[2651478, 2904815]"
412,362,"[2873173, 2865737, 2030904, 2898603]"
417,853,"[2498730]"
419,800,"[2848642]"
422,800,"[2874128, 2908000, 2440914, 2166962, 1857178, 2616856, 2732471, 578462, 2796920, 1507767]"
423,806,"[2835054]"
424,881,"[2552844]"
428,806,"[2883437]"
428,800,"[2875843, 2896997, 2875451]"
428,888,"[2778823]"
430,887,"[2916548]"
430,815,"[2915947]"
430,888,"[2340581]"
433,800,"[2875843, 2865114, 2607670, 871835]"
433,815,"[140875]"
433,887,"[2141802]"
433,881,"[2452983, 2878206]"
433,888,"[2817467]"
434,806,"[2776248, 2458291, 2569730, 2745079, 2883773, 2494528, 2880389, 2850418, 2685014, 1266998]"
438,800,"[2898524, 2901383]"
439,800,"[735397, 2767744, 2449719, 1742581, 1938863, 1986401, 2061837, 184813, 844524, 201717]"
439,815,"[941863]"
439,887,"[951635]"
444,800,"[2853645]"
448,881,"[362101, 2858902, 1188697, 2519991]"
452,815,"[2913717]"
453,811,"[2885889, 1974046, 2807559, 482639, 2451705, 2292878, 2817409, 2055629, 1126087, 2234114]"
453,800,"[2679822, 2831110]"
454,815,"[760734, 2792246, 1899220, 2113661, 2202512, 525585, 2671928, 2890823, 2765618, 2853283]"
454,888,"[2612783, 2326473]"
454,853,"[1792325]"
456,815,"[2889060, 2888549]"
462,815,"[2739162, 2843684, 1467771, 2323757]"
464,853,"[2226484]"
467,800,"[2911209]"
467,853,"[2896156]"
468,800,"[2917661]"
470,806,"[2349790]"
472,362,"[2793710, 103374, 1539821]"
476,853,"[2187281, 194679, 2857116, 305839, 715048, 2823780]"
476,815,"[1430173, 2541705, 1817717]"
480,881,"[1932346]"
480,888,"[2560638, 2246118, 1942824, 282353, 1013321, 2799009, 2407026]"
482,815,"[2915517, 2908928]"
482,881,"[2790357]"
482,888,"[1894285, 2704779, 2328504, 2912813, 354876, 2915790, 1219413]"
484,888,"[2020525]"
484,800,"[2846985]"
484,815,"[2207622]"
485,888,"[1927899, 2564833, 2827732, 2240043, 2846639, 2624383]"
486,806,"[2535865]"
486,815,"[2910741]"
487,806,"[2004679]"
488,806,"[2716424]"
490,362,"[233516, 2832711]"
491,800,"[2850280]"
491,881,"[1390015]"
493,806,"[2907364, 2563952, 2824764, 1012859]"
494,815,"[2762613, 2430197]"
495,853,"[1907454]"
500,815,"[2919034]"
500,800,"[1026750]"
501,815,"[2502328, 2862834, 2118725, 2905503, 2869673, 2879823, 2816462]"
503,806,"[1789731, 2491018, 2052618]"
503,815,"[2899292]"
506,806,"[2841422]"
506,815,"[2268711]"
507,888,"[2606901, 2308029, 2423403, 510761]"
510,859,"[2156647]"
510,800,"[2873926]"
510,362,"[2810060]"
516,362,"[1566582, 2687574]"
517,811,"[1094315]"
521,800,"[2866879, 2863727, 2753675, 2867388]"
521,887,"[2755673]"
522,888,"[2833239]"
524,853,"[2893130]"
524,888,"[2901825]"
524,815,"[2886823, 2886921, 1984623, 2887095]"
527,887,"[2876529]"
527,815,"[1292462, 2676949, 2565214]"
527,806,"[826425, 2876436]"
528,815,"[480531]"
528,888,"[2853956, 2805931, 1378729, 2304224, 201935, 590673]"
529,362,"[2772730]"
529,806,"[2875114]"
529,815,"[328241]"
530,888,"[2880358]"
530,800,"[2800548]"
530,811,"[2769564]"
530,881,"[2883204]"
533,815,"[2912153]"
533,800,"[2918188]"
534,815,"[1668084, 2894619, 2872991]"
536,362,"[2490884]"
537,853,"[2881320]"
538,815,"[1149687]"
540,806,"[2867769]"
542,806,"[2034685]"
544,859,"[2883946]"
547,881,"[2172203]"
547,888,"[2363893, 2830358, 2042953, 1981878, 1261690, 1934134]"
547,815,"[2112390]"
548,806,"[2516918]"
555,800,"[2722042, 2518220, 1074298]"
556,853,"[2781160]"
557,806,"[2208312]"
558,800,"[2802427, 2451164, 2911000]"
561,888,"[2868076]"
564,800,"[2449472, 833023, 889724]"
566,888,"[2868401]"
566,815,"[2734303, 2510670]"
567,800,"[2860645, 2900142, 2360312, 2842284, 2793329, 1660835, 2714157, 2409849, 2848104, 2816957]"
574,362,"[2546950]"
574,806,"[2863709, 521937]"
578,815,"[2727517, 1371541, 2387373, 2593718]"
578,888,"[1615153]"
579,815,"[2873614]"
581,800,"[2884891]"
584,815,"[2715790]"
586,806,"[2357620]"
586,800,"[2210207]"
588,806,"[2334722]"
590,800,"[1418776]"
591,888,"[2440188]"
598,815,"[2724932]"
598,800,"[1920888]"
601,815,"[2912850]"
604,800,"[1483120, 2666561, 2885900]"
606,888,"[2684728]"
610,811,"[118230]"
612,881,"[2872916]"
612,800,"[2313937]"
612,859,"[2761339]"
617,853,"[2841165]"
618,806,"[2345977]"
619,815,"[2891260]"
620,815,"[1847466]"
622,800,"[1120956]"
622,853,"[2648830]"
625,853,"[2250077]"
626,800,"[2525006]"
630,859,"[2778271, 2901526]"
631,362,"[2817218, 2187120, 1210114, 2787585]"
631,881,"[839947]"
632,800,"[2900194, 2891500]"
633,362,"[2625546]"
633,806,"[2429036]"
634,815,"[2726782]"
636,362,"[2860972, 1973343, 2782862, 176513, 1702207, 2586139, 2860972, 1973671, 2318529, 2796895]"
637,853,"[2346086]"
637,806,"[2774385, 2223814, 2103396, 1821339, 2673280, 2111602, 2614558]"
638,800,"[2249316]"
640,806,"[2619421]"
640,853,"[2839195, 2867281]"
640,887,"[2805663]"
641,811,"[1930425, 2636555, 2195261, 2044667, 2170522, 2775938, 1349096, 1585825, 2696814, 2716966]"
641,800,"[595500, 2876912]"
641,806,"[1150579, 144124]"
641,888,"[2807366, 2720168]"
641,815,"[2875090, 2875054]"
643,815,"[2885605, 2881129, 2781402, 2815000]"
644,800,"[2870212, 2807885]"
644,362,"[595482, 1898167]"
645,800,"[1201589, 2824025, 1631832, 416403]"
646,800,"[2281033, 2628300, 2168623, 2406117, 2117464]"
646,815,"[2883436, 2883434]"
649,800,"[2911273]"
650,815,"[2109426]"
650,853,"[2906652, 2129724]"
650,806,"[2917387]"
650,800,"[2901095]"
651,815,"[2761391]"
654,800,"[2811659]"
656,815,"[2875198]"
657,888,"[2897077, 2756773]"
657,859,"[2502459, 2538927, 2749058]"
658,881,"[2402923, 2632573, 2390091, 2515444]"
658,800,"[2850266, 2353824, 2528663, 32323]"
660,815,"[2500135]"
660,853,"[1187291, 2713315, 2677356]"
660,806,"[2897193]"
661,888,"[1056354, 1946117, 2879919, 2517957]"
661,853,"[2492278]"
661,815,"[2565790, 2118427, 2093088, 2355236, 2894482, 2384989, 2810654]"
666,806,"[2394588, 2826584]"
668,811,"[2328253, 2877304, 2905214]"
670,806,"[1119741, 1224248]"
670,800,"[2585517, 2799316, 369909, 2717625, 934186, 2808951, 1933817, 2900803]"
670,362,"[2224762, 1592136]"
671,887,"[602562, 2901789, 1061565]"
671,859,"[1303804, 1669082]"
671,800,"[2836233, 2814096, 2128806]"
672,806,"[1629079]"
673,815,"[2891965, 2892028]"
673,853,"[2891140, 2281399]"
673,888,"[2751855, 2875471]"
675,853,"[2759144]"
675,859,"[2912194]"
675,888,"[2889633, 2907879]"
675,815,"[2683269, 2887898, 2899470]"
676,806,"[2887701]"
676,859,"[2114801, 2738526, 2088133, 1265005, 2625950, 1981325]"
678,811,"[2864975, 2275265, 2636597, 1444072]"
678,362,"[2917647]"
678,800,"[779061]"
680,815,"[2796322, 2164012, 2789249]"
681,806,"[1803694, 376750, 2536826]"
682,806,"[1944062]"
682,800,"[2678101, 2899001, 2918896]"
683,881,"[1550017, 2330439, 2721569, 1228710, 2763873, 2316946, 1683436, 2603501]"
683,815,"[2693077]"
683,806,"[2917963, 1079547, 2897591, 2917387, 2895711]"
685,806,"[2470815, 2285581]"
686,887,"[2070749]"
686,815,"[2779988, 2596745, 2068266, 1468850, 2816590, 2245813, 2282883, 2825639, 1894626, 2777663]"
686,806,"[2830352, 2897554]"
689,800,"[2709425, 2294195]"
689,806,"[2910145]"
690,815,"[2578330, 2875003]"
692,806,"[1543503]"
694,815,"[2424631]"
695,806,"[2815596]"
695,888,"[2264427]"
697,888,"[2396503]"
697,800,"[2263399, 2770598]"
697,815,"[2878762]"
697,806,"[2876261]"
698,888,"[2862712]"
699,800,"[2562259, 2295370, 2880719, 2190074, 2139822, 2062794, 2221465, 2869677]"
699,362,"[2047101]"
701,815,"[2836513, 2906520]"
701,811,"[2918815]"
702,800,"[2387539, 2863107, 2801701, 2913078]"
704,800,"[1227188]"
705,800,"[2919645, 2255478, 2846838, 2002760]"
709,362,"[2404948]"
710,800,"[2622854]"
710,806,"[2892970]"
710,887,"[2131684]"
711,888,"[2428703, 2793404, 2482074, 2626977, 1138089]"
711,815,"[2656532, 1498527]"
713,800,"[2894222, 2914218]"
720,362,"[442156]"
721,806,"[1720784]"
721,815,"[2908272, 2908925]"
724,800,"[2624957]"
725,806,"[1251766]"
726,815,"[2866291]"
726,888,"[2797886]"
727,800,"[2605041, 2789739, 2556240, 2105262, 2852032]"
727,362,"[2452277, 1467979]"
732,815,"[2859078, 2907711, 2346890]"
734,815,"[2906605, 2897949, 2485386, 2642716]"
735,800,"[2229142, 2911001, 2893523]"
735,806,"[2796434]"
735,881,"[2902261, 2791947, 2893477, 2059413, 2059413, 2823513]"
735,888,"[2511173]"
735,815,"[2233981]"
736,800,"[2891798, 2875717]"
736,811,"[2891031, 550878, 1525571]"
736,881,"[2864127]"
737,853,"[2894252]"
737,800,"[2896072]"
738,362,"[519422]"
739,811,"[2854639]"
739,881,"[2902514]"
741,800,"[2895063, 2826160]"
742,887,"[2795895]"
742,800,"[1658133, 2830979, 1394291]"
748,853,"[2855750]"
748,815,"[1126348]"
751,806,"[547240]"
751,887,"[2862633]"
753,853,"[2186799]"
756,800,"[1938439, 1196754, 2662529]"
760,887,"[2906282]"
760,800,"[2918868]"
760,362,"[2831264]"
761,806,"[1783562]"
767,800,"[2513207]"
768,815,"[2799554]"
769,815,"[2903074]"
771,815,"[2747738, 398731]"
775,815,"[2732003]"
775,853,"[2900359]"
775,881,"[2891549]"
778,888,"[2895168, 2652257, 2040935]"
780,806,"[2803710]"
782,815,"[2118532]"
782,800,"[2686947]"
785,806,"[2653265]"
785,815,"[2902091, 2687840]"
785,853,"[2896215]"
788,853,"[2534196]"
789,815,"[2359078, 2917340]"
790,362,"[2902543]"
790,800,"[2893210]"
791,815,"[2298527, 2862688]"
792,811,"[2247040, 2398965]"
793,815,"[2913821, 2914688]"
798,815,"[2758808, 2886045]"
799,800,"[2661361, 2911000]"
802,806,"[923246]"
804,800,"[2804040]"
806,815,"[463395, 251505, 2914424]"
811,853,"[1916359]"
814,853,"[2222290]"
817,815,"[2909451]"
818,800,"[2830887]"
819,811,"[1168864, 2172872]"
821,888,"[1031919]"
823,806,"[2809765, 2818239]"
825,888,"[1714036, 2898038]"
826,887,"[2677927]"
827,815,"[2789543, 76826]"
828,888,"[1501758, 2162678, 2797799]"
829,806,"[1051985]"
831,806,"[2827080]"
833,853,"[2459769, 2485088, 918358]"
836,811,"[1920590]"
839,815,"[2255406]"
841,815,"[2914543]"
843,881,"[2850319]"
843,853,"[2873714]"
844,853,"[2794552, 2114314]"
846,815,"[2596494]"
851,887,"[2521847, 2694943]"
853,815,"[2580053]"
855,815,"[2874196]"
856,887,"[870266]"
857,800,"[2657787]"
858,815,"[2869480]"
861,859,"[616913]"
862,362,"[2300750]"
864,888,"[2607293]"
864,815,"[2385621]"
864,800,"[2426519]"
865,888,"[2514870, 214643, 2679132]"
869,887,"[2883298]"
869,815,"[2875398]"
870,881,"[984829]"
871,853,"[2077727]"
871,800,"[2846838, 789322, 965287, 2824269]"
872,815,"[2683616]"
874,887,"[1235384, 2181863]"
874,800,"[1712851]"
877,806,"[2903544]"
878,887,"[2850216]"
885,806,"[2885723]"
888,881,"[2874300]"
889,800,"[379693]"
892,362,"[2450500, 2858015]"
893,806,"[2900646]"
894,815,"[2877341]"
896,853,"[2871129]"
897,806,"[2829841, 2349846]"
901,815,"[2860549]"
902,815,"[2869480]"
908,811,"[2747843]"
909,815,"[2883544, 2191115]"
911,806,"[2884449]"
914,800,"[1891010]"
916,815,"[2899655]"
917,853,"[2912050]"
918,806,"[2897407]"
920,811,"[2243365]"
925,887,"[854802]"
926,859,"[1744236]"
927,815,"[2801551]"
928,800,"[2044940]"
932,815,"[2158933]"
933,888,"[2821544]"
934,811,"[1492141, 1344542, 2716966, 2780140, 2876284, 845996, 1510113]"
935,888,"[2724512, 2835677, 928264, 2879886, 2232703, 2199389, 2454745, 2458354, 1649598, 2788978]"
938,815,"[2474319]"
941,800,"[2867690, 2107823, 2143586]"
941,815,"[2362415, 2793291, 2903844, 2805922]"
941,888,"[2510679, 1313678, 2334976, 2043370]"
941,853,"[2906973]"
941,806,"[2473838]"
943,815,"[2224557, 2879082, 2142589, 75709]"
944,815,"[1254078, 2733763, 1494481]"
944,853,"[2886182]"
945,800,"[2900479, 2862774, 1988663]"
946,815,"[2908260]"
947,806,"[1963314]"
947,815,"[2800365, 2447357, 2878608, 2636391, 2392961, 2845631, 2690662, 2788544, 2817022, 2886984]"
948,362,"[2888779]"
948,800,"[2884253]"
948,881,"[2658874, 1991654, 459787, 2699758, 2579214, 2653655, 1321560, 2608994, 1315454]"
948,853,"[2884361]"
948,806,"[2889155, 2809825, 2889371]"
949,800,"[2595908, 2862782, 2002760, 936831, 2832380, 2619566, 2758918, 2344447]"
950,888,"[563020, 2838770, 2608523, 2327550, 702231, 2892811]"
952,811,"[2664980]"
952,815,"[2847208]"
952,888,"[2596300, 2801202]"
953,887,"[2464561]"
953,815,"[2132352, 2769200, 1425618, 2822125, 2758629, 2759800, 2783307]"
954,800,"[2256359, 2117897, 2130248]"
955,800,"[2691149, 2444312, 2434062, 2616096, 2054080, 2799577, 2051857, 2007192, 2845934, 2703869]"
956,887,"[2892326]"
956,815,"[1754989, 2191576, 2777884, 1961480, 2138891, 2899020, 43141, 810143, 2798042, 2666334]"
956,806,"[2877316, 2893401, 1640148, 2555547, 2432757, 2866564, 2741770, 2569521, 2895624]"
956,888,"[2875273, 2900747, 2875299, 2869150]"
957,815,"[2858699, 1716917, 2787560, 2870397]"
957,853,"[2721614]"
959,815,"[2884762]"
962,806,"[2890837, 2151314]"
963,887,"[2869408]"
968,815,"[2794770, 807571, 2732097, 2458159, 2829692, 1158446]"
969,888,"[2841187]"
969,881,"[1759205]"
969,815,"[2747738, 2881458]"
969,800,"[2679773]"
970,800,"[2554979]"
971,806,"[2794470, 2851773, 2823891]"
971,800,"[2808655]"
971,815,"[2126005]"
971,887,"[2803002]"
972,888,"[2458923, 2067595]"
975,811,"[2255847, 2244460, 2698230]"
975,800,"[2561589]"
977,800,"[2734707]"
978,362,"[1955903]"
979,815,"[905964, 1409654, 1064946]"
979,853,"[2677273]"
979,888,"[2908889, 2740645]"
980,806,"[1535185]"
980,815,"[2908260]"
981,815,"[2912153]"
983,362,"[1995861, 2910290, 2139431, 2317840, 1495320, 567117]"
989,362,"[2451503, 2392797, 2400441, 2560524, 851938, 1742786, 2268784, 2149401, 2092593, 978708]"
991,853,"[1827492, 2855890, 2854358, 2182402, 2738924, 2115795, 236693, 1432448, 1949558, 514241]"
994,815,"[2388042]"
998,800,"[918985, 2260971, 2335323, 2561819]"
998,881,"[2046527]"
998,887,"[2896364]"
999,887,"[2760592, 2568699]"
999,800,"[2854760]"
1001,888,"[2651277, 2895649]"
1001,881,"[2131244, 2834992]"
1001,853,"[2347231]"
1001,815,"[2895861, 2843523]"
1001,800,"[2650689, 2834159]"
1003,800,"[1967316]"
1004,800,"[646249, 2092405, 824992, 1183439, 2134353, 1008769, 2154228, 589348]"
1008,888,"[1097272, 2797541, 2644779, 1233781, 2832146, 2386565, 1030255, 2842074]"
1012,815,"[2325214, 2849921, 2515534, 2484028, 1202534, 1960507]"
1016,800,"[2890715, 2609715, 2879322]"
1017,811,"[2325682, 313332, 2017634, 1241242, 1467804, 1607200, 1903859]"
1017,800,"[2044813]"
1019,800,"[2570736, 2101179, 2811761]"
1023,815,"[1922440, 2868526, 2259909, 2820106, 2104308, 885921, 2840211, 2845767, 1689569, 2377407]"
1024,806,"[2194874]"
1024,800,"[1984949]"
1025,853,"[2874772]"
1026,806,"[2731498]"
1026,887,"[1124755]"
1027,811,"[2355022, 1485731]"
1028,888,"[2813569, 2838746]"
1029,859,"[2567368]"
1029,806,"[2756433, 2707586, 2871534, 2613377, 2816815, 2680814]"
1030,888,"[2840509]"
1030,853,"[2398620]"
