category_id,ads
362,[2436087]
362,"[2829796, 1388251, 2851254, 2135556]"
362,[2761787]
362,"[355135, 2901956, 2248571, 2554365, 612802, 2474644, 2405970, 2202049, 1028424]"
362,[2895211]
362,[2895808]
362,[299714]
362,"[1125863, 2231403]"
362,[810344]
362,"[2847904, 2791560, 2520981]"
362,[784774]
362,"[2148567, 2849457]"
362,"[156096, 2128367, 1241618]"
362,"[2829744, 2450202]"
362,"[2229327, 2229362]"
362,[2693586]
362,"[2365436, 2888753]"
362,[2680332]
362,[1509537]
362,[2789092]
362,[2243099]
362,"[1983858, 2061612, 2406697, 2899821, 1475605, 2757104, 2833706, 846745, 1343398]"
362,[1010366]
362,"[1391625, 522878, 373025, 2858015, 2453488]"
362,"[2393372, 2783981, 2714975, 2891738, 2192722, 2731055, 2016435]"
362,"[1889824, 2538913, 760858]"
362,[1967440]
362,"[2725737, 1935449]"
362,"[2376921, 2882783]"
362,[2902849]
362,"[403413, 2826074]"
362,"[2338836, 2609260]"
362,[2726643]
362,[2877607]
362,"[2423832, 2783977, 2449525]"
362,[2887752]
362,"[2260013, 2674519, 2453931]"
362,[2830209]
362,[2898678]
362,"[2557999, 2913214]"
362,[2829310]
362,"[2158352, 2886257, 2768640, 1605797, 2769314]"
362,[2895609]
362,[2464487]
362,"[1960713, 2735940]"
362,"[924254, 2782360]"
362,[2563255]
362,[2451503]
362,[2776477]
362,[2437215]
362,"[2322037, 2127306, 1279080, 1296706, 738328, 2523337, 2534189, 2344472, 2022423, 2354781]"
362,"[1987136, 1489576, 784774, 2851219, 1153075, 2853768, 1801151, 1578863]"
362,[2186824]
362,"[1030729, 2475253, 2165036, 1555537, 1687854, 2107402, 2696109]"
362,"[2496759, 1695695, 2073795, 2787896, 2839263]"
362,[2768783]
362,"[2577554, 2487525, 1590794]"
362,[2788150]
362,[2863136]
362,"[864198, 1266421]"
362,[1929300]
362,"[2791083, 1711199]"
362,[2909650]
362,[2254939]
362,[2745108]
362,[2829310]
362,"[2666356, 1902725]"
362,[1697977]
362,[2711707]
362,[2917935]
362,[2836886]
362,[1141177]
362,"[1937355, 2902455]"
362,[1783553]
362,"[800089, 2511335]"
362,"[2703463, 2376111, 2701588, 1491706, 960386, 2054221, 1097290, 1208849, 394429, 79970]"
362,[2662515]
362,"[2283767, 461943]"
362,"[2427006, 2493867]"
362,[2855160]
362,"[2911072, 2798135]"
362,"[1094218, 1608555, 2596696]"
362,"[2729257, 1814290, 226991, 2612653]"
362,[2778961]
362,"[1540783, 1507647, 2005317]"
362,"[2444187, 1329533]"
362,[2291215]
362,"[2089412, 2057039]"
362,[2772730]
362,[1623942]
362,[2879274]
362,"[2857757, 2874400]"
362,"[2777688, 1235085, 1727529, 1711811, 1807861, 2003333]"
362,[2879978]
362,"[2684942, 2230578]"
362,"[2541314, 147910]"
362,[2106976]
362,[2903573]
362,[2466096]
362,[2188275]
362,"[1271495, 2673757, 2327278, 1107550, 74013, 2804454, 2712133, 2774566, 2688249]"
362,[2808996]
362,"[834129, 495193, 2847026, 2781016, 2822621]"
362,[2339769]
362,[2371888]
362,[2744988]
362,"[2613205, 2254939, 2587210]"
362,"[732295, 732359]"
362,"[2075979, 2368295, 1899911, 2474267, 2236626]"
362,[2899754]
362,[2625546]
362,"[1979075, 79302, 1979075]"
362,[2277257]
362,[333573]
362,"[1566506, 902095, 2693549, 916369, 1185720, 1763662, 1804252, 1625347]"
362,[2873173]
362,"[2198354, 2805524, 2826916, 2446853, 1750933, 2816403]"
362,[2862250]
362,[1532143]
362,"[2870802, 1669128]"
362,"[2902007, 1260859, 385918]"
362,"[1031300, 1031300]"
362,[2868001]
362,[1581204]
362,[2899754]
362,[2849495]
362,[2917935]
362,"[2518842, 2084827, 1692305, 2284086, 2853768, 1919247, 1945752, 1772138]"
362,"[147655, 2784551]"
362,[1610749]
362,"[2751452, 2815381]"
362,"[1261819, 2628047, 2609401]"
362,"[2852203, 927743, 2103726]"
362,"[2895571, 2828517, 2529736]"
362,"[2331155, 2831799, 1606410, 2226806]"
362,[2686934]
362,[2306938]
362,[2887649]
362,"[1963811, 2012667]"
362,[2524855]
362,"[872211, 2767164, 587663, 2836469]"
362,"[2749461, 2160389, 2876770, 2247043, 1985937, 1598622, 2640435]"
362,"[2113453, 2299777, 2853312, 2846222, 2911321]"
362,"[1438965, 2627885, 1077342, 2253412, 2737885]"
362,"[2808996, 2306378, 2668259, 1956964]"
362,[1990543]
362,"[1534253, 1725869]"
362,"[873885, 2295509]"
362,[2113241]
362,[2594791]
362,[2126215]
362,[2275225]
362,[2291120]
362,"[2761167, 2437215, 2718701, 2594460]"
362,[2888599]
362,"[1353112, 2357955, 2181500, 300591, 2359160, 1861902, 2760409, 2904272, 2380762]"
362,"[2156658, 2222415, 2560524, 1150402, 1223241, 2400441]"
362,[198269]
362,"[1425770, 990993]"
362,[2063663]
362,[2124366]
362,[1795740]
362,"[2837991, 1927984]"
362,"[2315818, 2223989, 2773679, 2890438, 2078339, 2237850, 2013174, 710201, 1248491, 2442979]"
362,[1594533]
362,"[2040219, 382656]"
362,[2857651]
362,[2598159]
362,"[218997, 2117220]"
362,[1724119]
362,[2113715]
362,"[2911497, 2526729]"
362,"[2865850, 2847656, 2891483, 2803406]"
362,"[2480122, 2416507, 2343041]"
362,"[1282772, 2569164, 1536662, 2102301, 2718701, 2314777, 1758174, 2238802, 1608306, 1921514]"
362,"[2900777, 2396581]"
362,"[2234066, 2187742, 2888162, 2307623]"
362,[2913375]
362,"[2773255, 2834459, 2336360, 2834603]"
362,[2029346]
362,"[2407714, 1937355, 2865240]"
362,"[2854410, 2136816, 162031, 1691561, 683409, 1523361, 1312770, 2723086]"
362,"[2752433, 2195209]"
362,"[1695695, 2660550]"
362,[1725078]
362,"[2258644, 2598159]"
362,"[2656751, 2589474]"
362,"[31891, 2873173]"
362,"[260412, 2598159]"
362,"[789186, 2735148]"
362,[1411190]
362,[2198354]
362,"[2011084, 2736054, 2754068]"
362,"[2114839, 2679165, 2760409, 1495730, 2560201, 2529117, 2784811, 1717119, 2774589, 99278]"
362,[1042933]
362,[2909650]
362,"[2818928, 2450500]"
362,[2915403]
362,[2828881]
362,[1567476]
362,"[2295994, 1651643, 1914920]"
362,[2594791]
362,[2847459]
362,[2577554]
362,"[2788961, 2871759, 1605797, 1772547]"
362,[1244705]
362,"[2803719, 2036724, 2773039]"
362,"[982946, 2887752, 2853312, 2895808, 1816184]"
362,[2909849]
362,"[1108275, 2079387]"
362,[1738034]
362,"[1606069, 1179053, 2836886, 1195640, 1620168]"
362,[2274023]
362,[2225481]
362,"[558470, 2233732]"
362,[1783152]
362,"[242611, 2165612, 2719126]"
362,[1280976]
362,"[1238103, 2187575, 2863136, 2271692]"
362,"[2099239, 2912401, 2769314]"
362,[2839263]
362,[1491706]
362,[2465542]
362,[1168064]
362,[2406697]
362,"[2538804, 2248765]"
362,"[2769314, 188975, 2296610, 614114]"
362,[1329097]
362,[2862963]
362,[2877607]
362,[2376212]
362,[1493173]
362,"[815032, 2651759]"
362,[2259180]
362,[2731465]
362,[1693048]
362,[2902755]
362,"[2853862, 1314324, 1174312]"
362,[2905859]
362,[130153]
362,[675020]
362,[2513565]
362,[2902331]
362,[2844435]
362,"[2876770, 1423476]"
362,"[1195522, 1960713]"
362,[1249989]
362,[2709202]
362,"[1177596, 2362528]"
362,[567117]
362,"[2625546, 2063963]"
362,[2272974]
362,[2853312]
362,[2868720]
362,[1413850]
362,[2406697]
362,[2346645]
362,[2598159]
362,[2729634]
362,"[1806037, 2876635]"
362,[2861638]
362,[1619776]
362,[2411554]
362,[2901788]
362,"[1937355, 1353741]"
362,"[2150187, 2188115]"
362,"[2874655, 2876408, 2833929, 2896553, 2634353, 2599269, 2354595, 2811590, 2835539, 2532602]"
362,"[2753642, 1357472, 1279970, 1261938, 1957876, 1647279]"
362,"[1987443, 2168571]"
362,"[1730320, 582412, 1742786, 1675331, 1270006, 1344306, 2446853, 1793688, 2787609, 723320]"
362,[2054707]
362,"[2608154, 2849964, 2419286, 577029, 2545960, 2224837, 641803, 1301231]"
362,"[1890061, 2135556, 614439, 2741970, 1240952]"
362,"[2055041, 2393536, 1958568, 1979138]"
362,[2493895]
362,[2886244]
362,"[1296706, 2179458, 2029550, 2179458, 1615963]"
362,[2274486]
362,[2803205]
362,[2401316]
362,[2877375]
362,[2173218]
362,"[2250534, 2916835]"
362,[2893186]
362,[2875857]
362,"[2167610, 597408]"
362,[2091249]
362,[1360452]
362,"[1420264, 569641]"
362,[1608306]
362,[2676489]
362,[2839263]
362,"[1860001, 1561307]"
362,[110756]
362,[2821835]
362,[2224837]
362,[2840786]
362,"[1698867, 2057993, 2549449, 2890308]"
362,"[1783360, 2856622, 2427631, 972807, 2135556, 1331412, 1342673]"
362,[2641817]
362,[2889202]
362,[2246593]
362,"[1380878, 2254519]"
362,[2359259]
362,"[2102301, 1335613, 2450202, 2369457, 2075979, 734917, 1708181, 1958684, 1225153, 2729349]"
362,"[1037198, 2277326, 2743985, 1528722, 2407096, 2902479, 1987136]"
362,"[2627341, 2574889, 2780521]"
362,[2874701]
362,[2901788]
362,[2918182]
362,[2825397]
362,"[2645581, 329534, 2513166]"
362,[2172133]
362,[2801184]
362,[2042719]
362,[2027974]
362,[1385863]
362,[2433270]
362,[2446130]
362,"[2891397, 2899203, 2830992, 2556075, 2850565, 2406697]"
362,"[2903347, 2878754]"
362,"[1901698, 1931783]"
362,"[1327432, 1890061, 1987980, 2176368]"
362,"[2862099, 2877844]"
362,"[2510045, 2564896, 2239266, 982346]"
362,"[2826585, 2150708, 1966174, 1206278, 479171, 2730872, 1062288, 2819934, 2168571, 2394015]"
362,[2560501]
362,"[2303224, 2116559]"
362,"[1942737, 2850570]"
362,[2885686]
362,[2883191]
362,[2409508]
362,[1977968]
362,[2422021]
362,[2886220]
362,[856672]
362,"[2022549, 2790641, 2359472, 1024200, 467844, 2715650, 2762194]"
362,[387351]
362,"[2866828, 1336155]"
362,[2886432]
362,"[2669657, 2718701, 1106457, 2777419, 1692588, 2328325, 2763772]"
362,"[1598984, 2608486]"
362,"[2868815, 2899754, 1717309, 301333, 1838525, 43622, 2809111, 2243260, 2770520, 1551442]"
362,[2887825]
362,"[2691593, 1697480]"
362,"[2789775, 2821561, 1671920]"
362,"[1655677, 2900594, 2657653, 1654901, 2890626, 2591668, 2865240, 2390941]"
362,[2790463]
362,[2871537]
362,"[2715650, 2137557, 1977968, 2796711, 1689060, 1363925, 884933, 700725, 2705180, 1951640]"
362,[1625347]
362,[2686709]
362,"[2161099, 470287]"
362,[1898167]
362,[2151363]
362,[983272]
362,[2729629]
362,[2115394]
362,"[1236840, 2718797, 2344808, 2777419, 2761167, 2763772, 2798305]"
362,[2867027]
362,"[2812531, 1522594, 2342230]"
362,[2091249]
362,[2222415]
362,[2920962]
362,[2894718]
362,"[2891738, 2676518]"
362,[528892]
362,[2917480]
362,"[2784671, 1407478, 2258512]"
362,"[2183697, 2853312]"
362,"[2036982, 2598159, 2456891, 2411554, 2271195, 1705419]"
362,"[1923315, 2772588, 2807246, 2092134, 2917142, 2723979, 1363031, 2647041, 2046573, 1504257]"
362,"[1979291, 2662055, 2859250]"
362,[2894556]
362,[2268602]
362,"[2876026, 2830209, 2880420, 2664741, 844210, 1952417, 1697925, 2160909, 2017086, 2551641]"
362,"[2166119, 20637, 2058606, 1904697, 2680551, 1969780, 2728847, 2373673, 2487458, 792881]"
362,"[2172566, 1919247, 2045675]"
362,[2097173]
362,[622256]
362,[2363624]
362,"[1894377, 2574212]"
362,[2868001]
362,"[1729334, 2753290, 2403271, 2234458]"
362,[2660106]
362,[2887847]
362,[2189247]
362,[2733575]
362,"[2100075, 2574889, 2277590, 1465422, 2046831]"
362,[2184114]
362,[869290]
362,[2886196]
362,[2742962]
362,[2328328]
362,[1660478]
362,[1861902]
362,[2177810]
362,"[2884239, 2730335, 2831949, 2858410, 1517488]"
362,[2900979]
362,[519422]
362,[641538]
362,[2131064]
362,[1710655]
362,[2450202]
362,"[2396141, 2677686]"
362,[851010]
362,[2274059]
362,[567117]
362,[1534700]
362,"[2740787, 2650944, 2627341]"
362,"[523589, 1094655]"
362,"[1717952, 2874501]"
362,"[2806815, 2334557]"
362,"[2888341, 2693824]"
362,"[1983091, 2057993, 2423647, 2421919]"
362,"[771660, 2024504]"
362,[2137557]
362,[2564972]
362,[2920027]
362,"[2761553, 1800624, 2891738, 260412, 2847639, 2619435]"
362,"[568591, 1239490]"
362,"[1669237, 182284]"
362,[2518522]
362,[2038912]
362,[1661823]
362,[1602526]
362,[1600185]
362,"[1762687, 2595935]"
362,[2041398]
362,[2755623]
362,[2137557]
362,[613828]
362,"[69589, 2474019, 2781016, 1928668, 35495, 2881566]"
362,[291544]
362,"[847531, 1092364]"
362,[2673028]
362,"[1772643, 1892826]"
362,[2320015]
362,[2867448]
362,[1989769]
362,"[2491586, 1139916, 2197268, 1985937, 312197]"
362,"[2865272, 2908681]"
362,"[502702, 2549578, 1970970]"
362,[1448391]
362,"[1502994, 2232931, 2711146]"
362,"[2772730, 2449079, 1958684, 2849964, 2598159, 2369457, 2102301]"
362,[400577]
362,[2859416]
362,[2449079]
362,"[1143524, 1316888, 2479759, 2380592]"
362,"[1252483, 867097, 2896750]"
362,"[683409, 2550084]"
362,"[685185, 546541, 782239, 2444086]"
362,"[1710400, 2305264]"
362,[771660]
362,"[2224762, 2915296]"
362,[1418218]
362,"[2904038, 2900150]"
362,"[2388804, 2807239]"
362,"[2178160, 2900594]"
362,[2788621]
362,"[1107254, 1917466]"
362,[2155527]
362,[2048552]
362,[2865924]
362,[1344381]
362,[2371888]
362,[2693585]
362,[709309]
362,[1976600]
362,[2660464]
362,[2291215]
362,[2836886]
362,[2457615]
362,[917296]
362,[1997275]
362,[2281590]
362,[2845262]
362,"[2545960, 525996]"
362,[2847906]
362,[2560201]
362,[2054809]
362,[2790623]
362,[2890037]
362,[2872479]
362,[2901780]
362,[2836663]
362,[2406697]
362,[1068300]
362,[2201092]
362,[2843942]
362,[1266007]
362,[1877763]
362,[511146]
362,[2909257]
362,[1966151]
362,[2075501]
362,[2846826]
362,[2902658]
362,"[2406697, 2853312]"
362,[2896895]
362,[1999976]
362,[2886432]
362,[1690211]
362,"[2205735, 1947132, 2077559]"
362,[2384620]
362,[1485130]
362,[2293030]
362,[1057508]
362,[2355271]
362,[777958]
362,[2749147]
362,[1961470]
362,[2851254]
362,"[2578710, 339242, 435882]"
362,[2574889]
362,[2788051]
362,"[2897136, 2147975, 2661286]"
362,[2418114]
362,[2856600]
362,[2153937]
362,[2011084]
362,[394459]
362,[2204112]
362,[2885727]
362,[1933687]
362,"[2061797, 2545960]"
362,[2743199]
362,[2849652]
362,[785911]
362,[2071829]
362,"[2647620, 1396398]"
362,[2684905]
362,[1019358]
362,[2867373]
362,[2283937]
362,"[33253, 1328382]"
362,[2872663]
362,"[2913815, 2918448]"
362,[2343805]
362,[2316812]
362,[2049271]
362,[1622815]
362,"[2694686, 1749280]"
362,[2789582]
362,[2705180]
362,[2621114]
362,[2888644]
362,[2437215]
362,[2877844]
362,[2908624]
362,[2844488]
362,[2807013]
362,[739198]
362,[1443049]
362,[2406697]
362,[1243395]
362,[2705180]
362,[928701]
362,[1826185]
362,[1581858]
362,[2822341]
362,[2865850]
362,"[2406697, 2877844]"
362,[2904038]
362,[2696205]
362,[2238373]
362,[1973671]
362,[2340700]
362,[2600627]
362,[531858]
362,[2801106]
362,[1177596]
362,[2814288]
362,[2884758]
362,"[2754685, 2463442]"
362,[2912030]
362,[280201]
362,[2793036]
362,[1412086]
362,[2618012]
800,"[2131700, 2734107, 2877209, 2877209]"
800,"[2910937, 2836340, 2884417]"
800,[2691952]
800,"[2879268, 2827203, 2887420, 2002760, 2829641, 2874015, 710159, 2707989, 2897284, 2916683]"
800,"[2872250, 2891207, 1319523]"
800,"[1114679, 2735124, 2204766]"
800,[2444544]
800,[1658735]
800,[2881045]
800,[2408333]
800,"[2841109, 2893005, 2870744, 2791726, 2785676]"
800,"[2699882, 2777717]"
800,"[2705642, 2375502]"
800,[2236870]
800,"[2861617, 2870964]"
800,[2803258]
800,"[1584347, 880869, 2860903, 2849670, 2802117, 2875058]"
800,[1239094]
800,[2879024]
800,[2620870]
800,[948940]
800,[2664431]
800,"[2808566, 2708258]"
800,[2646049]
800,[2442520]
800,[606200]
800,[2815286]
800,[2113132]
800,[2891091]
800,"[1411931, 2911495]"
800,"[1151053, 1115302, 1115302]"
800,"[2196057, 2436466]"
800,"[2872873, 2896699, 2632250, 2163367, 2886246, 2873318, 2894054]"
800,"[1920439, 2888504, 2873676, 2903396, 2678709, 2784059, 2917863]"
800,"[2762179, 1389169, 2436466, 229823]"
800,"[2189033, 2192432, 2187472]"
800,"[2738707, 922845, 2814884, 2619808, 2645029, 1228992, 2841071, 2858689, 2854533, 972550]"
800,[2797278]
800,[2606497]
800,"[2339773, 2903843, 2357421, 2654055, 2761542, 2552175, 2794209, 2901383]"
800,"[2874592, 2528329]"
800,"[2356511, 2868155, 2430559, 2734867, 2884104, 2560132]"
800,[2025871]
800,"[2459649, 1343149, 1523859, 2265606, 1954833]"
800,"[966315, 2255478, 2237739, 999571, 2829225, 2863412]"
800,[2655629]
800,"[2288791, 2308203]"
800,[2875027]
800,"[2839495, 2883168]"
800,"[2857877, 2913536]"
800,[2889152]
800,"[2866261, 2898139, 2890907]"
800,[2886361]
800,"[1939678, 1560465, 2255048]"
800,[2854104]
800,"[2906349, 2723127, 2475596]"
800,[2889665]
800,"[2692596, 2038660, 2038564]"
800,[2848642]
800,"[2874128, 2908000, 2440914, 2166962, 1857178, 2616856, 2732471, 578462, 2796920, 1507767]"
800,"[2875843, 2896997, 2875451]"
800,"[2875843, 2865114, 2607670, 871835]"
800,"[2898524, 2901383]"
800,"[735397, 2767744, 2449719, 1742581, 1938863, 1986401, 2061837, 184813, 844524, 201717]"
800,[2853645]
800,"[2679822, 2831110]"
800,[2911209]
800,[2917661]
800,[2846985]
800,[2850280]
800,[1026750]
800,[2873926]
800,"[2866879, 2863727, 2753675, 2867388]"
800,[2800548]
800,[2918188]
800,"[2722042, 2518220, 1074298]"
800,"[2802427, 2451164, 2911000]"
800,"[2449472, 833023, 889724]"
800,"[2860645, 2900142, 2360312, 2842284, 2793329, 1660835, 2714157, 2409849, 2848104, 2816957]"
800,[2884891]
800,[2210207]
800,[1418776]
800,[1920888]
800,"[1483120, 2666561, 2885900]"
800,[2313937]
800,[1120956]
800,[2525006]
800,"[2900194, 2891500]"
800,[2249316]
800,"[595500, 2876912]"
800,"[2870212, 2807885]"
800,"[1201589, 2824025, 1631832, 416403]"
800,"[2281033, 2628300, 2168623, 2406117, 2117464]"
800,[2911273]
800,[2901095]
800,[2811659]
800,"[2850266, 2353824, 2528663, 32323]"
800,"[2585517, 2799316, 369909, 2717625, 934186, 2808951, 1933817, 2900803]"
800,"[2836233, 2814096, 2128806]"
800,[779061]
800,"[2678101, 2899001, 2918896]"
800,"[2709425, 2294195]"
800,"[2263399, 2770598]"
800,"[2562259, 2295370, 2880719, 2190074, 2139822, 2062794, 2221465, 2869677]"
800,"[2387539, 2863107, 2801701, 2913078]"
800,[1227188]
800,"[2919645, 2255478, 2846838, 2002760]"
800,[2622854]
800,"[2894222, 2914218]"
800,[2624957]
800,"[2605041, 2789739, 2556240, 2105262, 2852032]"
800,"[2229142, 2911001, 2893523]"
800,"[2891798, 2875717]"
800,[2896072]
800,"[2895063, 2826160]"
800,"[1658133, 2830979, 1394291]"
800,"[1938439, 1196754, 2662529]"
800,[2918868]
800,[2513207]
800,[2686947]
800,[2893210]
800,"[2661361, 2911000]"
800,[2804040]
800,[2830887]
800,[2657787]
800,[2426519]
800,"[2846838, 789322, 965287, 2824269]"
800,[1712851]
800,[379693]
800,[1891010]
800,[2044940]
800,"[2867690, 2107823, 2143586]"
800,"[2900479, 2862774, 1988663]"
800,[2884253]
800,"[2595908, 2862782, 2002760, 936831, 2832380, 2619566, 2758918, 2344447]"
800,"[2256359, 2117897, 2130248]"
800,"[2691149, 2444312, 2434062, 2616096, 2054080, 2799577, 2051857, 2007192, 2845934, 2703869]"
800,[2679773]
800,[2554979]
800,[2808655]
800,[2561589]
800,[2734707]
800,"[918985, 2260971, 2335323, 2561819]"
800,[2854760]
800,"[2650689, 2834159]"
800,[1967316]
800,"[646249, 2092405, 824992, 1183439, 2134353, 1008769, 2154228, 589348]"
800,"[2890715, 2609715, 2879322]"
800,[2044813]
800,"[2570736, 2101179, 2811761]"
800,[1984949]
800,"[2889357, 1991602, 2155489, 2868155, 2860097, 2734867]"
800,"[2813617, 2888684, 2868139]"
800,[2808250]
800,"[2474218, 2081449, 2856708, 2795034, 2805442, 2222462]"
800,[2890350]
800,"[2771940, 2875235]"
800,[2715779]
800,"[2378126, 2875257, 2753274, 2572645, 2696348]"
800,[2789183]
800,[1806667]
800,[2879693]
800,[1705666]
800,[1433019]
800,[2729537]
800,"[2052281, 2025183]"
800,[2874900]
800,[1711984]
800,[2911263]
800,[1036505]
800,"[2816809, 2907165]"
800,[2869844]
800,[2274518]
800,[2837992]
800,[2179202]
800,"[2895707, 2820483, 2829875, 2416431]"
800,[1596867]
800,"[2891454, 2787386]"
800,"[2014543, 2897127]"
800,[1642744]
800,[2901754]
800,[2878013]
800,[2910625]
800,[2353873]
800,"[393479, 2699617, 2175773]"
800,"[2823365, 2347713, 2810660]"
800,"[1122814, 2080169, 2899817, 2757972, 1946037, 2051892, 2860390, 2769379, 2836638, 2896534]"
800,"[2911752, 1700254]"
800,[2883964]
800,"[2911966, 2911444, 2911436, 2911451]"
800,[2487691]
800,[2255064]
800,"[2747727, 2714157]"
800,"[2862324, 2848104, 2918306, 2870212]"
800,"[2695325, 2706008, 2790488]"
800,"[419683, 2788027, 2585956]"
800,[2738107]
800,[2889752]
800,[2907786]
800,[2895707]
800,[424397]
800,"[1425933, 600204, 2751464, 2360144]"
800,[2882924]
800,"[2833640, 2302508]"
800,"[2253300, 1953877]"
800,"[2702239, 2868352]"
800,"[2818806, 2718613]"
800,"[575856, 2723747, 1246574]"
800,[2894466]
800,"[2913536, 2846466, 2836022, 2911000]"
800,"[2732769, 2676479, 2895726, 1941545]"
800,"[2825772, 2018386, 2719325, 2876036, 2629188, 2780870, 2832802, 445788, 1165948]"
800,[2884104]
800,"[2355106, 2403670, 2160913]"
800,[2910744]
800,[2798294]
800,"[2696887, 2767086, 243297]"
800,"[2865204, 2455632, 2898159, 2764366, 2895344, 2804014, 2638098, 2638700, 2875786, 2480396]"
800,[1101248]
800,"[1801895, 2197787, 1057314, 989384, 960690]"
800,[1671315]
800,"[2688202, 2628127, 112986]"
800,"[2902641, 2859169, 2873975, 2126563]"
800,"[2114810, 2712640, 2896413, 2138305, 2640884, 2887040, 2896890, 2903604, 2901296, 2900047]"
800,[2426519]
800,"[2605367, 2848411, 2663097, 1194739, 2631760, 1634033, 2177419, 2874538, 1585767, 2850468]"
800,"[2877605, 2572489, 2800108]"
800,"[2805578, 2482538]"
800,[2919444]
800,"[2889748, 2598052]"
800,"[2695281, 2714017, 2002760, 1707220, 1286324, 2628064, 2836366, 2669074, 2876227, 2632136]"
800,"[2357846, 2101179, 2650689]"
800,[2510685]
800,[2537827]
800,"[2886843, 2847627]"
800,"[2898336, 1830514]"
800,"[2289416, 1443170, 1579693, 2537595, 2284899, 2172585]"
800,[89270]
800,[1945326]
800,[2690488]
800,"[1770168, 1429262, 2856691]"
800,[2867427]
800,"[2443144, 2401749]"
800,"[2861331, 2561589, 2877849]"
800,[2889636]
800,[2869876]
800,[2885678]
800,"[2451271, 661860, 2778936]"
800,"[2870857, 1946121, 2772389, 2550120, 2872651, 2230368, 2729946, 2608993, 2336389, 2490033]"
800,"[2803065, 2078892, 2744428, 2906128, 2858325, 2173699, 2865114, 2717844, 2158597, 2849569]"
800,"[2692993, 2834159, 1315345, 2804016, 2804040]"
800,"[2895396, 2906519, 669923, 2348671, 2787665, 2763107, 2694407, 2185708]"
800,"[1792302, 1991424, 692187, 1737696]"
800,"[2561589, 2888528]"
800,[2877797]
800,[2865616]
800,[2910511]
800,"[2323889, 2899674, 2898220, 2896327]"
800,[1639003]
800,"[2186001, 1018350, 2293076, 2747288]"
800,[2904278]
800,[2377611]
800,"[2098286, 2574472, 2751967, 2803564, 1951457, 2098307]"
800,"[1966397, 2899603, 1917569, 2485143, 1968265, 2915839, 2066422, 2829638]"
800,[2003290]
800,[2793724]
800,"[2804356, 2850449, 2907220, 2888713, 2812526]"
800,"[2030081, 2755701]"
800,[2909853]
800,[2483108]
800,[2412888]
800,"[2806907, 2911181, 2605041]"
800,[2561589]
800,"[2734707, 2831980]"
800,[2752499]
800,"[2903724, 2890140, 2908816, 2909476]"
800,[1172424]
800,[2796230]
800,"[2827030, 2850449]"
800,[2740757]
800,[2782332]
800,[2867577]
800,"[2007954, 2858325, 2158014, 1786113, 2730756, 2571166, 2839292, 1468222, 933268, 1569816]"
800,"[2352948, 804845]"
800,[2417374]
800,[2881617]
800,"[2844551, 1999607, 1999607, 2911074]"
800,[2861942]
800,"[2578001, 2550021, 1526038, 2137707, 2866974, 2901886]"
800,[2884330]
800,"[2816336, 2859797, 2166962, 2746390]"
800,"[2876761, 2858397, 2915794, 2860546, 2326184, 2916331, 2855780, 2403991, 2901959, 2879379]"
800,"[1784814, 2860137, 1464081, 2752917, 2529052, 2322643]"
800,[2914018]
